asin,reviewer_id,rating,review_text
B005385,2896,5,Review text 944
B006111,1263,3,Review text 945
B002032,4348,4,Review text 946
B008328,918,2,Review text 947
B009111,1224,5,Review text 948
B001598,877,2,Review text 949
B008766,3556,2,Review text 950
B001292,2160,2,Review text 951
B002170,4277,3,Review text 952
B003550,3444,3,Review text 953
B003292,3490,3,Review text 954
B003993,4748,2,Review text 955
B008301,1082,3,Review text 956
B008959,3243,2,Review text 957
B004714,511,5,Review text 958
B009893,2074,1,Review text 959
B002364,3675,1,Review text 960
B009897,3094,4,Review text 961
B002400,2192,1,Review text 962
B002050,847,5,Review text 963
B007586,3223,2,Review text 964
B000168,4000,4,Review text 965
B003748,1718,2,Review text 966
B005643,3942,3,Review text 967
B006885,4341,2,Review text 968
B002162,63,3,Review text 969
B005214,3779,4,Review text 970
B000226,4769,2,Review text 971
B000883,1124,1,Review text 972
B000891,4575,5,Review text 973
B008423,2745,4,Review text 974
B006598,3058,1,Review text 975
B003909,4070,2,Review text 976
B007420,893,4,Review text 977
B009922,2150,4,Review text 978
B002643,1588,4,Review text 979
B003190,3358,3,Review text 980
B002334,283,4,Review text 981
B001649,1482,4,Review text 982
B007150,4955,3,Review text 983
B007379,56,1,Review text 984
B008760,1717,2,Review text 985
B007773,1481,3,Review text 986
B000488,566,3,Review text 987
B001384,3914,5,Review text 988
B009796,4643,4,Review text 989
B001666,2034,5,Review text 990
B006131,3893,3,Review text 991
B007580,2966,5,Review text 992
B006183,355,3,Review text 993
B003163,2442,1,Review text 994
B003036,3593,4,Review text 995
B009118,4351,2,Review text 996
B006395,859,4,Review text 997
B004393,4270,5,Review text 998
B006273,3067,4,Review text 999
B008391,4169,4,Review text 1000
B005373,4023,1,Review text 1001
B002127,1867,4,Review text 1002
B002321,4723,2,Review text 1003
B001911,4947,1,Review text 1004
B007350,3756,1,Review text 1005
B004003,3684,2,Review text 1006
B006149,2292,1,Review text 1007
B000488,3894,1,Review text 1008
B002178,772,5,Review text 1009
B001979,2872,2,Review text 1010
B004498,1321,1,Review text 1011
B000940,4696,1,Review text 1012
B006411,65,4,Review text 1013
B003982,4170,1,Review text 1014
B002084,4082,1,Review text 1015
B005470,2113,4,Review text 1016
B008039,402,3,Review text 1017
B003779,3025,3,Review text 1018
B005156,3331,3,Review text 1019
B005004,2258,5,Review text 1020
B001612,156,5,Review text 1021
B006184,4277,1,Review text 1022
B006759,2557,1,Review text 1023
B002325,4882,3,Review text 1024
B008492,4269,1,Review text 1025
B004074,3228,2,Review text 1026
B007574,2431,4,Review text 1027
B005724,1102,3,Review text 1028
B000627,2300,4,Review text 1029
B004364,2581,2,Review text 1030
B009463,2064,5,Review text 1031
B002725,4215,5,Review text 1032
B001380,1537,5,Review text 1033
B009649,2944,1,Review text 1034
B000628,863,1,Review text 1035
B008078,1946,3,Review text 1036
B007256,3925,1,Review text 1037
B004610,3057,2,Review text 1038
B002514,3784,4,Review text 1039
B008163,3536,5,Review text 1040
B003296,1075,5,Review text 1041
B006171,3035,3,Review text 1042
B009572,3904,1,Review text 1043
B004671,1238,4,Review text 1044
B000603,1342,4,Review text 1045
B009085,3733,4,Review text 1046
B004085,1182,2,Review text 1047
B009606,3948,5,Review text 1048
B009922,4069,1,Review text 1049
B000458,250,5,Review text 1050
B002696,4211,3,Review text 1051
B004011,250,5,Review text 1052
B003071,4842,3,Review text 1053
B009725,1097,1,Review text 1054
B004295,1595,3,Review text 1055
B008870,4596,1,Review text 1056
B006399,2050,3,Review text 1057
B002628,697,3,Review text 1058
B003992,1002,3,Review text 1059
B008607,4864,4,Review text 1060
B009596,1408,2,Review text 1061
B003720,2523,2,Review text 1062
B006274,935,3,Review text 1063
B009550,4004,2,Review text 1064
B000768,3497,5,Review text 1065
B002663,4360,4,Review text 1066
B005951,2398,4,Review text 1067
B004980,4274,3,Review text 1068
B003204,1310,4,Review text 1069
B009400,1524,3,Review text 1070
B009445,2311,5,Review text 1071
B005591,1064,3,Review text 1072
B000172,4706,3,Review text 1073
B001019,3946,5,Review text 1074
B004412,1978,3,Review text 1075
B002933,2134,3,Review text 1076
B008764,4703,1,Review text 1077
B004007,4466,5,Review text 1078
B008117,4356,4,Review text 1079
B001932,2134,3,Review text 1080
B005220,2710,5,Review text 1081
B006335,179,1,Review text 1082
B003670,1985,2,Review text 1083
B009095,4539,4,Review text 1084
B007550,2065,1,Review text 1085
B007937,42,5,Review text 1086
B000805,1133,4,Review text 1087
B002422,2009,3,Review text 1088
B004138,2259,4,Review text 1089
B000981,966,1,Review text 1090
B005779,1519,3,Review text 1091
B009735,3112,2,Review text 1092
B005676,2599,2,Review text 1093
B003257,2529,5,Review text 1094
B003406,2869,4,Review text 1095
B005853,4627,4,Review text 1096
B001724,4084,4,Review text 1097
B008586,4820,4,Review text 1098
B003170,310,5,Review text 1099
B005820,4314,5,Review text 1100
B004980,1757,4,Review text 1101
B007232,113,3,Review text 1102
B001090,3866,5,Review text 1103
B006282,3205,1,Review text 1104
B008292,2520,3,Review text 1105
B006085,931,4,Review text 1106
B006372,3754,5,Review text 1107
B005708,4946,5,Review text 1108
B009291,4137,5,Review text 1109
B008867,2464,5,Review text 1110
B003638,2301,4,Review text 1111
B006968,2228,4,Review text 1112
B005133,1354,4,Review text 1113
B006023,1973,3,Review text 1114
B003054,2860,2,Review text 1115
B006725,1689,1,Review text 1116
B004024,592,4,Review text 1117
B005533,2248,5,Review text 1118
B002610,2101,4,Review text 1119
B001154,3709,1,Review text 1120
B001722,1531,5,Review text 1121
B000480,2365,5,Review text 1122
B009752,2510,3,Review text 1123
B007228,1355,3,Review text 1124
B001988,1961,3,Review text 1125
B006050,4187,1,Review text 1126
B008520,4249,4,Review text 1127
B003611,974,2,Review text 1128
B007188,1960,4,Review text 1129
B003587,4406,5,Review text 1130
B009168,1,1,Review text 1131
B007348,3892,2,Review text 1132
B007946,1574,1,Review text 1133
B002737,2165,1,Review text 1134
B000199,3778,1,Review text 1135
B000556,1816,4,Review text 1136
B009344,2758,1,Review text 1137
B008569,4961,4,Review text 1138
B006101,3472,4,Review text 1139
B000590,1325,2,Review text 1140
B006434,3981,3,Review text 1141
B001004,3416,4,Review text 1142
B009227,4617,3,Review text 1143
B001220,675,5,Review text 1144
B007129,1897,5,Review text 1145
B008634,2703,4,Review text 1146
B003115,3606,2,Review text 1147
B006791,3928,5,Review text 1148
B006924,751,1,Review text 1149
B008646,4337,5,Review text 1150
B007665,2145,1,Review text 1151
B009348,1195,2,Review text 1152
B003990,4764,4,Review text 1153
B001756,4429,4,Review text 1154
B009882,2415,4,Review text 1155
B001725,1340,1,Review text 1156
B006224,3935,4,Review text 1157
B002205,1282,5,Review text 1158
B006356,4179,3,Review text 1159
B008015,1112,1,Review text 1160
B004503,1115,2,Review text 1161
B008595,4663,5,Review text 1162
B001218,1579,2,Review text 1163
B009078,3396,2,Review text 1164
B004045,3681,1,Review text 1165
B007378,2239,1,Review text 1166
B001331,3622,2,Review text 1167
B008689,4396,5,Review text 1168
B003668,2984,3,Review text 1169
B005091,4822,3,Review text 1170
B004991,2313,4,Review text 1171
B004483,258,4,Review text 1172
B004759,2776,1,Review text 1173
B006084,1815,5,Review text 1174
B009440,506,2,Review text 1175
B002670,207,3,Review text 1176
B007984,4830,1,Review text 1177
B002107,1748,3,Review text 1178
B009747,4178,5,Review text 1179
B003080,4903,2,Review text 1180
B005318,3410,2,Review text 1181
B004382,2812,3,Review text 1182
B008809,2602,4,Review text 1183
B003540,4411,5,Review text 1184
B002352,1218,2,Review text 1185
B000383,3981,3,Review text 1186
B003473,558,5,Review text 1187
B007526,2468,5,Review text 1188
B004641,3866,4,Review text 1189
B002050,4717,2,Review text 1190
B001735,1306,1,Review text 1191
B008985,3820,2,Review text 1192
B003937,4545,3,Review text 1193
B002412,2953,5,Review text 1194
B004845,3629,3,Review text 1195
B009200,3417,5,Review text 1196
B003701,3243,4,Review text 1197
B007716,4627,3,Review text 1198
B006451,2689,3,Review text 1199
B008638,3109,4,Review text 1200
B003264,2051,1,Review text 1201
B005185,925,1,Review text 1202
B006759,4029,3,Review text 1203
B002265,1995,3,Review text 1204
B003343,3081,5,Review text 1205
B009141,3767,3,Review text 1206
B005200,2126,4,Review text 1207
B006114,1433,3,Review text 1208
B002028,14,2,Review text 1209
B006192,2277,2,Review text 1210
B005189,2347,5,Review text 1211
B009588,1744,5,Review text 1212
B005972,946,3,Review text 1213
B002854,1566,5,Review text 1214
B002837,3487,2,Review text 1215
B002631,2684,4,Review text 1216
B006921,3120,4,Review text 1217
B009306,4831,1,Review text 1218
B006243,411,4,Review text 1219
B004494,611,5,Review text 1220
B002142,3932,1,Review text 1221
B007563,40,2,Review text 1222
B006823,4692,1,Review text 1223
B001299,4317,3,Review text 1224
B000071,2929,1,Review text 1225
B002029,2535,4,Review text 1226
B005404,4721,5,Review text 1227
B006255,550,1,Review text 1228
B001448,1616,2,Review text 1229
B004756,4991,5,Review text 1230
B003705,449,2,Review text 1231
B004123,1277,4,Review text 1232
B003043,3438,4,Review text 1233
B002060,2144,4,Review text 1234
B003717,98,1,Review text 1235
B009792,44,5,Review text 1236
B007242,867,1,Review text 1237
B002344,2658,4,Review text 1238
B007874,496,3,Review text 1239
B006538,918,4,Review text 1240
B003815,1022,2,Review text 1241
B009210,4761,1,Review text 1242
B007747,1865,1,Review text 1243
B008810,2504,4,Review text 1244
B009616,2525,1,Review text 1245
B008906,1250,4,Review text 1246
B001248,3334,4,Review text 1247
B001183,3844,2,Review text 1248
B005172,3550,4,Review text 1249
B008411,925,5,Review text 1250
B004164,2374,2,Review text 1251
B006836,197,5,Review text 1252
B001406,2548,3,Review text 1253
B002772,1276,1,Review text 1254
B004091,1792,3,Review text 1255
B001080,2880,3,Review text 1256
B007873,1591,1,Review text 1257
B002404,3957,5,Review text 1258
B006915,4688,3,Review text 1259
B005312,763,2,Review text 1260
B009762,2692,1,Review text 1261
B009693,142,3,Review text 1262
B002694,2628,2,Review text 1263
B009132,4213,5,Review text 1264
B005572,2789,4,Review text 1265
B002411,344,2,Review text 1266
B006596,890,5,Review text 1267
B003514,3408,5,Review text 1268
B003913,2422,1,Review text 1269
B000914,1335,4,Review text 1270
B007234,1036,5,Review text 1271
B009712,721,3,Review text 1272
B007681,1274,5,Review text 1273
B000365,246,5,Review text 1274
B000747,3880,3,Review text 1275
B004794,4826,5,Review text 1276
B002376,2199,5,Review text 1277
B008691,3863,4,Review text 1278
B005970,3064,5,Review text 1279
B001052,4953,3,Review text 1280
B002759,1836,3,Review text 1281
B003880,4224,2,Review text 1282
B003266,635,5,Review text 1283
B001910,101,1,Review text 1284
B000501,55,2,Review text 1285
B009799,4467,4,Review text 1286
B008333,519,4,Review text 1287
B006446,4720,2,Review text 1288
B008354,339,2,Review text 1289
B005496,1053,4,Review text 1290
B002696,1882,5,Review text 1291
B009493,1260,2,Review text 1292
B004255,1025,3,Review text 1293
B002670,2039,1,Review text 1294
B002786,1010,4,Review text 1295
B008541,4835,4,Review text 1296
B009248,1059,5,Review text 1297
B003710,3969,5,Review text 1298
B000244,3484,5,Review text 1299
B006766,318,2,Review text 1300
B003838,288,3,Review text 1301
B005605,1173,4,Review text 1302
B008517,188,2,Review text 1303
B006945,3489,2,Review text 1304
B005079,3981,4,Review text 1305
B006150,1450,4,Review text 1306
B006561,119,2,Review text 1307
B006433,1049,2,Review text 1308
B001333,122,4,Review text 1309
B008761,3531,5,Review text 1310
B008625,3895,4,Review text 1311
B001984,3083,5,Review text 1312
B003510,4487,5,Review text 1313
B008807,4108,5,Review text 1314
B000522,809,4,Review text 1315
B006457,1080,4,Review text 1316
B005183,4900,4,Review text 1317
B004174,4166,3,Review text 1318
B006845,515,1,Review text 1319
B006475,2266,1,Review text 1320
B001913,499,2,Review text 1321
B000582,174,2,Review text 1322
B003413,1529,2,Review text 1323
B002242,3033,2,Review text 1324
B006881,491,5,Review text 1325
B002002,3683,2,Review text 1326
B000124,2820,5,Review text 1327
B000063,764,5,Review text 1328
B001840,2128,2,Review text 1329
B002111,2605,3,Review text 1330
B005995,4831,2,Review text 1331
B009276,1981,5,Review text 1332
B003018,1675,4,Review text 1333
B002621,4904,1,Review text 1334
B006356,2106,5,Review text 1335
B005160,3819,4,Review text 1336
B004900,2117,2,Review text 1337
B004540,3191,3,Review text 1338
B009822,322,1,Review text 1339
B004210,1786,4,Review text 1340
B002621,3366,2,Review text 1341
B001145,131,2,Review text 1342
B005766,2364,4,Review text 1343
B002458,2497,5,Review text 1344
B009224,556,2,Review text 1345
B000033,718,4,Review text 1346
B005002,1284,2,Review text 1347
B003170,706,5,Review text 1348
B005058,928,5,Review text 1349
B000451,1540,3,Review text 1350
B009464,3272,3,Review text 1351
B008978,203,5,Review text 1352
B000305,4447,1,Review text 1353
B009502,2058,1,Review text 1354
B002188,2979,4,Review text 1355
B000859,2494,3,Review text 1356
B000437,1555,1,Review text 1357
B005935,1215,1,Review text 1358
B007182,4693,1,Review text 1359
B007259,465,4,Review text 1360
B009252,2889,2,Review text 1361
B009348,1267,5,Review text 1362
B009254,1695,3,Review text 1363
B008499,4357,5,Review text 1364
B001089,3580,2,Review text 1365
B003125,489,3,Review text 1366
B005276,1574,4,Review text 1367
B000114,3714,1,Review text 1368
B003469,4405,1,Review text 1369
B005911,976,1,Review text 1370
B004540,2235,1,Review text 1371
B009824,3382,4,Review text 1372
B003404,558,5,Review text 1373
B000075,71,4,Review text 1374
B009165,4075,5,Review text 1375
B002644,2981,2,Review text 1376
B003715,442,3,Review text 1377
B009274,4231,4,Review text 1378
B001841,4901,5,Review text 1379
B001651,1211,3,Review text 1380
B005299,3183,3,Review text 1381
B001211,106,3,Review text 1382
B003787,2010,1,Review text 1383
B005965,2662,1,Review text 1384
B007700,1566,4,Review text 1385
B004509,1823,5,Review text 1386
B002374,2199,5,Review text 1387
B005764,3686,3,Review text 1388
B009141,257,3,Review text 1389
B001219,3151,1,Review text 1390
B007992,591,5,Review text 1391
B001055,641,5,Review text 1392
B000085,4192,4,Review text 1393
B004063,1081,3,Review text 1394
B002324,2885,4,Review text 1395
B008845,1228,5,Review text 1396
B008103,2010,4,Review text 1397
B005370,2732,5,Review text 1398
B003377,3918,3,Review text 1399
B006233,675,4,Review text 1400
B006481,3983,1,Review text 1401
B004008,1983,4,Review text 1402
B008668,1864,2,Review text 1403
B005138,3717,5,Review text 1404
B001941,2306,2,Review text 1405
B005283,2947,5,Review text 1406
B008690,3416,5,Review text 1407
B003005,25,3,Review text 1408
B003812,1637,5,Review text 1409
B007691,4678,5,Review text 1410
B009993,695,5,Review text 1411
B001448,3648,1,Review text 1412
B008896,4946,5,Review text 1413
B006931,2347,1,Review text 1414
B001859,1935,1,Review text 1415
B002490,3986,3,Review text 1416
B009506,675,1,Review text 1417
B001248,4171,3,Review text 1418
B003766,4340,3,Review text 1419
B003496,4284,5,Review text 1420
B001855,1790,5,Review text 1421
B002175,2432,1,Review text 1422
B003785,788,2,Review text 1423
B008427,839,3,Review text 1424
B007104,4483,2,Review text 1425
B007883,3877,2,Review text 1426
B004161,4127,5,Review text 1427
B008791,4444,4,Review text 1428
B007406,3455,3,Review text 1429
B009737,759,4,Review text 1430
B009917,2524,5,Review text 1431
B004200,836,1,Review text 1432
B005171,4006,1,Review text 1433
B005233,2204,1,Review text 1434
B008845,492,4,Review text 1435
B008403,2878,3,Review text 1436
B006897,2769,4,Review text 1437
B006863,2572,3,Review text 1438
B005063,2717,5,Review text 1439
B008694,948,1,Review text 1440
B000734,1455,4,Review text 1441
B009529,835,5,Review text 1442
B004390,496,1,Review text 1443
B003246,4304,3,Review text 1444
B001490,1877,4,Review text 1445
B007034,182,5,Review text 1446
B001139,2464,2,Review text 1447
B000287,1679,2,Review text 1448
B004643,4529,5,Review text 1449
B009434,4699,1,Review text 1450
