itemid,property,value
273,rating,4.4377470125888845
274,categoryid,Manufacturing Tools
274,brand,Brand_6
274,price,273.26137692123694
274,rating,3.785865789817116
275,categoryid,Safety Equipment
275,brand,Brand_6
275,price,259.9747294770357
275,rating,3.8210106223734677
276,categoryid,Industrial Equipment
276,brand,Brand_8
276,price,745.0790786644569
276,rating,3.392281289929845
277,categoryid,Safety Equipment
277,brand,Brand_2
277,price,698.4534452676482
277,rating,3.3795418983354755
278,categoryid,Office Furniture
278,brand,Brand_7
278,price,105.27548742470809
278,rating,4.179685736880449
279,categoryid,Manufacturing Tools
279,brand,Brand_18
279,price,164.25889367250164
279,rating,3.4113996377720404
280,categoryid,IT Hardware
280,brand,Brand_8
280,price,795.7784082282737
280,rating,4.438437813752833
281,categoryid,Safety Equipment
281,brand,Brand_17
281,price,687.3711310711601
281,rating,4.178866831602918
282,categoryid,IT Hardware
282,brand,Brand_18
282,price,882.3352343391628
282,rating,4.925378169712764
283,categoryid,IT Hardware
283,brand,Brand_19
283,price,231.96278562860616
283,rating,4.960249148708929
284,categoryid,Manufacturing Tools
284,brand,Brand_1
284,price,337.3449642898398
284,rating,3.592796041111904
285,categoryid,Safety Equipment
285,brand,Brand_1
285,price,385.27480681033074
285,rating,3.1194405289761447
286,categoryid,IT Hardware
286,brand,Brand_14
286,price,412.89396120851137
286,rating,3.004920879494643
287,categoryid,Industrial Equipment
287,brand,Brand_6
287,price,668.4527301072795
287,rating,3.807297138417626
288,categoryid,Manufacturing Tools
288,brand,Brand_18
288,price,748.1053905031887
288,rating,3.789998759005698
289,categoryid,IT Hardware
289,brand,Brand_11
289,price,873.2100546424485
289,rating,3.773580702858993
290,categoryid,Office Furniture
290,brand,Brand_3
290,price,670.538239450949
290,rating,4.047450731500673
291,categoryid,Manufacturing Tools
291,brand,Brand_5
291,price,682.3351347205288
291,rating,3.956559055154805
292,categoryid,Office Furniture
292,brand,Brand_14
292,price,490.25711478427735
292,rating,3.131921153407265
293,categoryid,Safety Equipment
293,brand,Brand_14
293,price,724.0866611696815
293,rating,4.413204032162179
294,categoryid,Office Supplies
294,brand,Brand_12
294,price,854.3853341343079
294,rating,4.681507694163265
295,categoryid,Safety Equipment
295,brand,Brand_8
295,price,977.6625377048734
295,rating,3.757185338635708
296,categoryid,Safety Equipment
296,brand,Brand_2
296,price,625.3264835452587
296,rating,4.781170471745358
297,categoryid,Manufacturing Tools
297,brand,Brand_15
297,price,81.61461284593685
297,rating,4.479760750193236
298,categoryid,Manufacturing Tools
298,brand,Brand_16
298,price,150.64183125660026
298,rating,4.379066856970184
299,categoryid,Industrial Equipment
299,brand,Brand_6
299,price,906.6812319474016
299,rating,4.520517340108732
300,categoryid,Office Furniture
300,brand,Brand_2
300,price,455.4245042285496
300,rating,3.6670788615351135
301,categoryid,Safety Equipment
301,brand,Brand_7
301,price,182.35605411295697
301,rating,4.862280511302577
302,categoryid,Industrial Equipment
302,brand,Brand_8
302,price,638.7065012454917
302,rating,3.8066965349952646
303,categoryid,Manufacturing Tools
303,brand,Brand_1
303,price,439.12643729560654
303,rating,3.019352727338771
304,categoryid,Safety Equipment
304,brand,Brand_11
304,price,698.4009503141309
304,rating,4.472926736591519
305,categoryid,Office Supplies
305,brand,Brand_16
305,price,575.6910154631731
305,rating,4.3515508902879585
306,categoryid,Safety Equipment
306,brand,Brand_11
306,price,509.72536161307005
306,rating,4.437947129734321
307,categoryid,Safety Equipment
307,brand,Brand_4
307,price,250.35242749587715
307,rating,4.157655591685462
308,categoryid,Manufacturing Tools
308,brand,Brand_18
308,price,250.00438393616716
308,rating,3.749773877520646
309,categoryid,Office Furniture
309,brand,Brand_8
309,price,101.84160360108551
309,rating,4.761458119958554
310,categoryid,Office Furniture
310,brand,Brand_5
310,price,437.8418026781729
310,rating,4.822570501282545
311,categoryid,Office Furniture
311,brand,Brand_8
311,price,787.7383943103388
311,rating,4.365817107528866
312,categoryid,Industrial Equipment
312,brand,Brand_14
312,price,141.6592097653789
312,rating,3.1977558719401857
313,categoryid,Manufacturing Tools
313,brand,Brand_12
313,price,645.1373568018965
313,rating,3.730997636559411
314,categoryid,Industrial Equipment
314,brand,Brand_4
314,price,814.2728856842401
314,rating,3.7486009772807227
315,categoryid,Office Furniture
315,brand,Brand_8
315,price,698.25836805396
315,rating,4.007187518311989
316,categoryid,Manufacturing Tools
316,brand,Brand_6
316,price,250.23592630691317
316,rating,4.19399144442981
317,categoryid,Safety Equipment
317,brand,Brand_16
317,price,467.6988460314415
317,rating,4.046607720767338
318,categoryid,Industrial Equipment
318,brand,Brand_2
318,price,67.34724968785574
318,rating,3.3695123717604547
319,categoryid,Safety Equipment
319,brand,Brand_6
319,price,775.676107223847
319,rating,4.654366678417012
320,categoryid,Office Supplies
320,brand,Brand_15
320,price,264.375903506218
320,rating,4.586850114111259
321,categoryid,IT Hardware
321,brand,Brand_4
321,price,811.4804963220819
321,rating,3.461339163575187
322,categoryid,Office Furniture
322,brand,Brand_1
322,price,462.0068630342978
322,rating,4.776153372081483
323,categoryid,Manufacturing Tools
323,brand,Brand_12
323,price,935.3888072929193
323,rating,4.889992367650766
324,categoryid,Safety Equipment
324,brand,Brand_6
324,price,223.27752942140737
324,rating,4.255926552602825
325,categoryid,Industrial Equipment
325,brand,Brand_5
325,price,489.1823302913129
325,rating,4.938051655355822
326,categoryid,Office Furniture
326,brand,Brand_11
326,price,672.8816308519438
326,rating,3.9677060485719244
327,categoryid,Manufacturing Tools
327,brand,Brand_8
327,price,955.8681948811061
327,rating,3.8090375833528487
328,categoryid,Office Furniture
328,brand,Brand_3
328,price,748.3958225293209
328,rating,3.3937957577900453
329,categoryid,IT Hardware
329,brand,Brand_17
329,price,184.55597144017585
329,rating,3.464637580521294
330,categoryid,Safety Equipment
330,brand,Brand_13
330,price,618.8030278747842
330,rating,3.1484880981797536
331,categoryid,Manufacturing Tools
331,brand,Brand_15
331,price,882.9658476135631
331,rating,3.9553857498595555
332,categoryid,Industrial Equipment
332,brand,Brand_18
332,price,869.0876224819406
332,rating,3.1329476406584447
333,categoryid,Office Supplies
333,brand,Brand_15
333,price,849.1211113074382
333,rating,3.8272751055861582
334,categoryid,Industrial Equipment
334,brand,Brand_7
334,price,671.1388374032476
334,rating,4.34672080691224
335,categoryid,IT Hardware
335,brand,Brand_6
335,price,258.7617232913615
335,rating,3.920310649638857
336,categoryid,Office Supplies
336,brand,Brand_2
336,price,700.9885488351268
336,rating,4.570575364257173
337,categoryid,Safety Equipment
337,brand,Brand_2
337,price,533.217920779658
337,rating,4.532584021880281
338,categoryid,Manufacturing Tools
338,brand,Brand_12
338,price,883.8878175876715
338,rating,4.303166916710575
339,categoryid,Office Supplies
339,brand,Brand_16
339,price,15.225864327609102
339,rating,4.139246438914866
340,categoryid,Office Supplies
340,brand,Brand_6
340,price,538.8438527819188
340,rating,4.879266269055535
341,categoryid,Office Furniture
341,brand,Brand_3
341,price,180.08131874222124
341,rating,4.9833313439344025
342,categoryid,Industrial Equipment
342,brand,Brand_11
342,price,108.28538375423253
342,rating,4.7885745760944145
343,categoryid,IT Hardware
343,brand,Brand_4
343,price,566.9789771027365
343,rating,4.9387405832512865
344,categoryid,Office Furniture
344,brand,Brand_6
344,price,340.2938212317571
344,rating,3.657659656910842
345,categoryid,Office Supplies
345,brand,Brand_14
345,price,970.9009644053474
345,rating,4.079543212843587
346,categoryid,Office Furniture
346,brand,Brand_19
346,price,498.5873765381723
346,rating,4.515727440909138
347,categoryid,Manufacturing Tools
347,brand,Brand_19
347,price,94.76293416543987
347,rating,3.9427547654803665
348,categoryid,Industrial Equipment
348,brand,Brand_4
348,price,710.9359279294795
348,rating,3.005691445664719
349,categoryid,IT Hardware
349,brand,Brand_10
349,price,691.5240578143834
349,rating,4.283851638714647
350,categoryid,Office Furniture
350,brand,Brand_3
350,price,884.9396721301027
350,rating,3.253519587751021
351,categoryid,Manufacturing Tools
351,brand,Brand_13
351,price,981.816904217169
351,rating,3.905232054552081
352,categoryid,Manufacturing Tools
352,brand,Brand_15
352,price,507.15198531118114
352,rating,3.676268933863512
353,categoryid,Manufacturing Tools
353,brand,Brand_16
353,price,561.452813587488
353,rating,3.060910182999267
354,categoryid,IT Hardware
354,brand,Brand_12
354,price,184.2204335850256
354,rating,3.7447315539224473
355,categoryid,Office Furniture
355,brand,Brand_14
355,price,868.8835708678102
355,rating,3.4264910903717314
356,categoryid,Office Furniture
356,brand,Brand_15
356,price,304.064191358883
356,rating,3.8129364728941035
357,categoryid,IT Hardware
357,brand,Brand_6
357,price,512.7119596185439
357,rating,4.540825407311159
358,categoryid,Safety Equipment
358,brand,Brand_16
358,price,974.0898603221223
358,rating,3.0254028925314125
359,categoryid,Office Furniture
359,brand,Brand_16
359,price,942.6277758518271
359,rating,4.132754288700961
360,categoryid,Office Supplies
360,brand,Brand_14
360,price,974.8548547971623
360,rating,4.970038961892464
361,categoryid,Safety Equipment
361,brand,Brand_8
361,price,221.34240724697395
361,rating,4.9767184746407995
362,categoryid,Office Furniture
362,brand,Brand_8
362,price,685.6975970691191
362,rating,4.4649504964813165
363,categoryid,Manufacturing Tools
363,brand,Brand_10
363,price,350.33114830948557
363,rating,3.691291851887125
364,categoryid,Office Furniture
364,brand,Brand_10
364,price,466.98000107124255
364,rating,3.91899535055003
365,categoryid,IT Hardware
365,brand,Brand_7
365,price,937.2036799736336
365,rating,3.351079095128136
366,categoryid,Safety Equipment
366,brand,Brand_7
366,price,113.84035892804779
366,rating,4.847965894082352
367,categoryid,Office Furniture
367,brand,Brand_14
367,price,938.1321912893613
367,rating,3.4835341168198566
368,categoryid,Industrial Equipment
368,brand,Brand_3
368,price,250.06558504864853
368,rating,3.3947340490274476
369,categoryid,Office Supplies
369,brand,Brand_16
369,price,627.3965468593268
369,rating,4.500286587973304
370,categoryid,Office Supplies
370,brand,Brand_3
370,price,854.0374868860237
370,rating,3.641186614300432
371,categoryid,Safety Equipment
371,brand,Brand_12
371,price,671.0812281347091
371,rating,3.2551219712938795
372,categoryid,Manufacturing Tools
372,brand,Brand_2
372,price,720.8324738493002
372,rating,4.581980709208174
373,categoryid,Manufacturing Tools
373,brand,Brand_19
373,price,442.3915299027422
373,rating,4.367269281286556
374,categoryid,Manufacturing Tools
374,brand,Brand_6
374,price,267.56098557429146
374,rating,3.942267014740459
375,categoryid,Safety Equipment
375,brand,Brand_9
375,price,371.05849750959885
375,rating,4.676984636808465
376,categoryid,IT Hardware
376,brand,Brand_13
376,price,380.9818550927615
376,rating,4.495913056282038
377,categoryid,Industrial Equipment
377,brand,Brand_19
377,price,33.525818119814225
377,rating,4.445143603951266
378,categoryid,Office Furniture
378,brand,Brand_5
378,price,739.6078460878006
378,rating,4.826067977981646
379,categoryid,Safety Equipment
379,brand,Brand_18
379,price,607.0600910387544
379,rating,3.7053183611281435
380,categoryid,Manufacturing Tools
380,brand,Brand_4
380,price,912.744325695658
380,rating,3.6402315479391456
381,categoryid,Industrial Equipment
381,brand,Brand_7
381,price,972.8913586803511
381,rating,3.0043199957923292
382,categoryid,IT Hardware
382,brand,Brand_16
382,price,22.256070563959433
382,rating,4.973320845354285
383,categoryid,Manufacturing Tools
383,brand,Brand_2
383,price,405.65379465289914
383,rating,3.453816185299596
384,categoryid,Office Supplies
384,brand,Brand_1
384,price,101.56179156929545
384,rating,3.9094013273392667
385,categoryid,Office Furniture
385,brand,Brand_16
385,price,129.61325260010747
385,rating,3.0268473344875595
386,categoryid,Office Furniture
386,brand,Brand_10
386,price,657.6491191207984
386,rating,4.9952993049998815
387,categoryid,Industrial Equipment
387,brand,Brand_11
387,price,801.7871407739797
387,rating,4.646912785669715
388,categoryid,IT Hardware
388,brand,Brand_2
388,price,193.66334503657328
388,rating,4.133882591506405
389,categoryid,Safety Equipment
389,brand,Brand_17
389,price,245.50360491354323
389,rating,4.925176729957695
390,categoryid,Office Supplies
390,brand,Brand_16
390,price,259.16403955169324
390,rating,4.5011569313316695
391,categoryid,Industrial Equipment
391,brand,Brand_7
391,price,65.26035245185423
391,rating,3.174906563131084
392,categoryid,IT Hardware
392,brand,Brand_7
392,price,749.6738654199096
392,rating,3.754636226528117
393,categoryid,Industrial Equipment
393,brand,Brand_4
393,price,724.1914395797179
393,rating,3.30501416652827
394,categoryid,Office Supplies
394,brand,Brand_14
394,price,535.8095572280045
394,rating,3.987053301131761
395,categoryid,Office Furniture
395,brand,Brand_14
395,price,874.453924584781
395,rating,4.8245980871824745
396,categoryid,Office Supplies
396,brand,Brand_13
396,price,914.6655201976313
396,rating,4.224514248197057
397,categoryid,IT Hardware
397,brand,Brand_2
397,price,398.2559807302344
397,rating,3.629020317361172
398,categoryid,Office Supplies
398,brand,Brand_7
398,price,898.7747743918399
398,rating,3.79685597156264
399,categoryid,Office Furniture
399,brand,Brand_13
399,price,424.38443685792976
399,rating,3.8240836246979235
400,categoryid,Safety Equipment
400,brand,Brand_18
400,price,345.1271433279603
400,rating,4.473420359248318
401,categoryid,Safety Equipment
401,brand,Brand_5
401,price,509.12347116009187
401,rating,4.570424593496268
402,categoryid,Industrial Equipment
402,brand,Brand_8
402,price,218.07851251693629
402,rating,3.562090229326259
403,categoryid,Industrial Equipment
403,brand,Brand_15
403,price,658.376806480172
403,rating,4.21714298952642
404,categoryid,IT Hardware
404,brand,Brand_5
404,price,286.17303096260264
404,rating,3.637767436851388
405,categoryid,Office Supplies
405,brand,Brand_8
405,price,929.8971259700924
405,rating,3.2614596696844425
406,categoryid,Office Supplies
406,brand,Brand_6
406,price,265.11398452636894
406,rating,3.498067747134537
407,categoryid,Manufacturing Tools
407,brand,Brand_3
407,price,281.51968882454577
407,rating,3.941274541221035
408,categoryid,Industrial Equipment
408,brand,Brand_8
408,price,289.6028351688322
408,rating,4.230088061752444
409,categoryid,Manufacturing Tools
409,brand,Brand_15
409,price,935.2291467687478
409,rating,4.043856452908164
410,categoryid,Safety Equipment
410,brand,Brand_16
410,price,281.30704704810756
410,rating,3.790071404870067
411,categoryid,Safety Equipment
411,brand,Brand_6
411,price,197.10567864688218
411,rating,3.179477235867603
412,categoryid,Industrial Equipment
412,brand,Brand_11
412,price,533.5630887193498
412,rating,4.828487851707365
413,categoryid,Industrial Equipment
413,brand,Brand_3
413,price,299.96568777665436
413,rating,4.764430953377608
414,categoryid,Office Supplies
414,brand,Brand_11
414,price,320.3802178200842
414,rating,3.578075056977702
415,categoryid,Industrial Equipment
415,brand,Brand_2
415,price,151.40057181919394
415,rating,3.949619040349508
416,categoryid,Industrial Equipment
416,brand,Brand_16
416,price,11.620614562610923
416,rating,3.43968788893116
417,categoryid,IT Hardware
417,brand,Brand_18
417,price,929.1135292686448
417,rating,3.8318018307452046
418,categoryid,Office Supplies
418,brand,Brand_9
418,price,680.8835197709767
418,rating,4.241983492124849
419,categoryid,Office Furniture
419,brand,Brand_8
419,price,667.4462805694574
419,rating,4.991519214333483
420,categoryid,Industrial Equipment
420,brand,Brand_17
420,price,900.458017327292
